Sentence,Emotion,TRUE,SentenceCI,CI,CI_Distance
</s><s> Ona verdiğin Jenny Craig Hediye kuponları için hâlâ kızgın mı?,ANGER,She,</s><s> - Paula ile bağlantıya 10 saniye. </s><s> Ona verdiğin Jenny Craig Hediye kuponları için hâlâ kızgın mı?,name (Paula),-1
"Ne kadar kızgın olursa olsun, neler olduğunu sana söylemeliydi.",ANGER,She,"</s><s> - Annem cevap vermedi mi? </s><s> - Hayır? </s><s> Neden? </s> <s> Kızgın olduğu için sanırım. </s><s> Ne kadar kızgın olursa olsun, neler olduğunu sana söylemeliydi.",mother(annem),-3
Aniden çok kızgın davranmaya başladı.,ANGER,She,"</s><s> Sanırım karın, karıma rapor veriyor. </s><s> Aniden çok kızgın davranmaya başladı.",wife (karım),-1
Kahvaltıdan beri çok kızgın .,ANGER,She,</s><s> Şimdi annene söylemeliyim. </s><s> Dikkatli ol. </s><s> Kahvaltıdan beri çok kızgın .,mother(annen),-2
Joey ile beni dolapta yakaladığı için hâlâ bana kızgın .,ANGER,She,</s><s> Chastity onları atmış olmalı. </s><s> Biliyordum. </s><s> Joey ile beni dolapta yakaladığı için hâlâ bana kızgın .,name (Chastity),-2
Hâlâ kızgın mı?,ANGER,She,</s><s> Annen nerede? </s><s> Senin geldiğini gördü. </s><s> Benden Michael' ı dolaştırmamı istedi. </s><s> Hâlâ kızgın mı?,mother(annen),-3
Çünkü teşekkür istediğim için bana kızgın .,ANGER,She,</s><s> Ellie gelmiyor. </s><s> - Çünkü teşekkür istediğim için bana kızgın .,name (Ellie),-1
Annene hala çok kızgın,ANGER,She,</s><s> Gloria hayatta o yemeğe gitmez. </s><s> Annene hala çok kızgın,name (Gloria),-1
Kızgın mı görünüyor?,ANGER,She,"</s><s> Karın geldi, yalnız değil. </s> <s> Kızgın mı görünüyor?",wife (karın),-1
"Oldukça kızgın , değil mi?",ANGER,She,"</s><s> Baba, anneme ne yaptın? </s><s> - Oldukça kızgın , değil mi?",mother(annem),-1
Eve dönüp pembe cibinlikli yatağımda ... ... yatmadığım için hala bana kızgın .,ANGER,She,</s><s> Annenle konuşmalısın. </s><s> Eve dönüp pembe cibinlikli yatağımda ... ... yatmadığım için hala bana kızgın .,mother(annen),-1
Bana kızdığı kadar sana da kızgın mı?,ANGER,She,</s><s> Savannah da benimle konuşmuyor. </s><s> </s><s> Ona bekâretini nasıl kaybettiğini söylemiş olabilir misin? </s><s> Evet ama seninle olduğunu söylemedim. </s><s> Ya sen? </s><s> Evet ama seninle olduğunu söylemedim. </s><s> 2 ile 2' yi toplamış. </s><s> Bana kızdığı kadar sana da kızgın mı?,name (Savannah),-6
Son zamanlarda canı çok sıkkındı ve çok kızgındı .,ANGER,She,</s><s> Tabii bir de Char var. </s><s> Sana gizli bir şey sorabilir miyim? </s><s> Tabii. </s><s> Son zamanlarda canı çok sıkkındı ve çok kızgındı .,name (Char),-3
Sanırım bana çok kızgındır ?,ANGER,She,</s><s> Cat şirkette. </s><s> Sanırım bana çok kızgındır ?,name (Cat),-1
Şu an bana biraz kızgın .,ANGER,She,"</s><s> Güliver, prensesini mi özledin? </s><s> Şey ... </s><s> Aslına bakarsan aramız pek iyi değil. </s><s> Güliver ... </s><s> Şu an bana biraz kızgın .",princess (prenses),-4
Ne kadar kızgın bana?,ANGER,She,</s><s> Annen uyuya mı kaldı? </s><s> Sanırım. </s><s> Ne kadar kızgın bana?,mother(annen),-2
Size kızgın olmasının nedenini anlıyorum ama ... ... iki kez yaptığım şeyden ötürü bana neden kızıyor.,ANGER,She,</s><s> Kate odasından hâlâ çıkmadı. </s><s> Size kızgın olmasının nedenini anlıyorum ama ... ... iki kez yaptığım şeyden ötürü bana neden kızıyor.,name (Kate),-1
"Bağırıp durdu, ben de onu susturmak için giydim.",ANGER,She,"</s><s> Bayan Veda mı verdi? </s><s> Bundan hoşlanmayacağınızı söyledim. </s> <s> Bağırıp durdu, ben de onu susturmak için giydim.",name (Bayan Veda),-2
"Kasdettiğim, evlendikten sonra o kadar asabi oldu ki.",ANGER,She,"</s><s> Evlenmeden önce kadınlar nasıldırlar bilirsiniz. </s><s> Son derece kibardırlar. </s><s> Ve birdenbire, asabi olur çıkarlar. </s><s> Kasdettiğim, evlendikten sonra o kadar asabi oldu ki.",women (kadınlar),-3
Eğer göstermezsek asabı bozuluyor.,ANGER,She,</s><s> Ruth' a bu resimleri gösterme alışkanlığı edindik. </s><s> Eğer göstermezsek asabı bozuluyor.,name (Ruth),-1
"Sinir bozucu, agresif . </s><s> Düşünürken de şöyle yapıyor ...",ANGER,She,"Sinir bozucu, agresif . </s><s> Düşünürken de şöyle yapıyor ... </s><s> Eski kafalı diyebilirsin ama bence poker, mutfak ve bahçe gibi. </s><s> Kadınlar uzak durmalı. </s><s> Bilmiyorum bazı sinir bozucu huyları var ama bizim Grace işte. </s><s>",name (Grace),4
Herhangi bir sebepten ya agresifleşiyor ya da sevecen oluyor.,ANGER,She,</s><s> Grazia için mi? </s><s> Sorun ne? </s><s> Biliyorsun ... </s><s> Ya çok mutlu oluyor ya da çok üzgün. </s><s> Ona nasıl yardım edeceğimizi bilmiyoruz. </s><s> - Herhangi bir sebepten ya agresifleşiyor ya da sevecen oluyor.,name (Grazia),5
Sadece öfkeliydi ve mücadele etmeye çalışıyordu.,ANGER,She,"</s><s> Bir kadının iki deliyle birden evlendiğine kim inanır? </s><s> Henüz korkmuyordu, olacakların farkında değildi. </s><s> Sadece öfkeliydi ve mücadele etmeye çalışıyordu.",woman (kadın),-2
Onun kadar öfkeliydi .,ANGER,She,</s><s> Katie ne dedi? </s><s> Onun kadar öfkeliydi .,name (Katie),-1
"Öfkesi , yalnizca ... ... Heyecanli olmasindan kaynaklaniyor.",ANGER,She,"</s><s> Camille küstah degildir. </s><s> "" Bu benim hakkim "" dediginden ... ... daha aziyla yetinmiyor, o kadar. </s> <s> Öfkesi , yalnizca ... ... Heyecanli olmasindan kaynaklaniyor.",name (Camille),-2
Çok öfkelendi !,ANGER,She,</s><s> Sonra Margo' ya söyledim. </s><s> Çok öfkelendi !,name (Margo),-1
Aynı zamanda öfkesi de vardır.,ANGER,She,Benim değerli kızımın iyi bir kalbi vardır. </s><s> Ama ayrıca hayalleri de. </s><s> Aynı zamanda öfkesi de vardır.,daughter (kızım),-2
"O kadar öfkelenmeseydi , ilişkimizi düzeltebilirdik.",ANGER,She,"</s><s> Joan benden nefret ediyor. </s><s> Nasıl etmesin ki? </s><s> Niçin? </s><s> Sadık olmadığım için mi? </s><s> Hayır. </s><s> Yakalandığın zaman bir erkek gibi davranmadığın için. </s><s> Lafı çeviren kelimelerle oynayan, kıvırıp duran bir yalancıya dönüştüğün için. </s><s> O kadar öfkelenmeseydi , ilişkimizi düzeltebilirdik.",name (Joan),-7
Bilmiyorum ama oldukça öfkelenmiş .,ANGER,She,</s><s> Kim bu kadın? </s><s> Bilmiyorum ama oldukça öfkelenmiş .,woman (kadın),-1
Çok öfkeleniyor .,ANGER,She,"</s><s> O da gemide, adı Sonia. </s><s> Ama arkadaşları ona Bayan Jealous diyor. </s><s> Çok öfkeleniyor .",name (Sonia),-2
Bu konuda bir hayli öfkelenmişti .,ANGER,She,</s><s> Kazanın olduğu gece Julie Gianni' ye ne söyledin? </s><s> Ne? </s><s> Onun bir seks arkadaşı olduğunu söyledin. </s><s> Asla. </s><s> Bu konuda bir hayli öfkelenmişti .,name (Julie),-4
"Erkek kardeşinin öldürülmesinden sonra, mahvoldu ... ... sonra da çok öfkelendi .",ANGER,She,"</s><s> Para ile ilgili değil, Katie ve benimle ilgili. </s><s> Erkek kardeşinin öldürülmesinden sonra, mahvoldu sonra da çok öfkelendi .",name (Katie),-1
Jeffries' in benden yararlanmasına çok öfkeleniyordu .,ANGER,She,"</s><s> Lynette' e bırakacağım Her şey girmişti. </s><s> O bana aylar önce artık gitmememi söyledi, ancak, yapamadım. </s><s> Ve o bunu öğrendiğinde? </s><s> Dr. </s><s> Jeffries' in benden yararlanmasına çok öfkeleniyordu .",name (Lynette),-3
"Bir gün, olağan öfke nöbetlerinden birinde ... ... hizmetçilerden birine o kadar sert bir tokat attı ki ... ... zavallı kızın kanından bir parça kontesin eline sıçradı.",ANGER,She,"Bir gün, olağan öfke nöbetlerinden birinde hizmetçilerden birine o kadar sert bir tokat attı ki, zavallı kızın kanından bir parça kontesin eline sıçradı. O dakikada gözleri inanılmaz bir şekilde açıldı. Kanın geldiği noktada, deri gençleşmeye başlamış gibi göründü. </s><s> Elbette ondan sonra madamın deliliğinin sınırı yoktu.",madam (madam),4
"Öfkelenmeyi seçerdi, değil mi?",ANGER,She,"Samantha ne yapardı? Öfkelenmeyi seçerdi, değil mi?",name (Samantha),-1
"Ve o gün geldiğinde öfkesinin ... ... Her kadın, erkek ve çocuğun üstüne olacağına yemin etti.",ANGER,She,"Ceza olarak ... ... kasaba halkı Elizabeth’ i kulesine canlı olarak hapsetti. Onu canlı şekilde ölüme terk ettiler. O da bu yeri lânetledi. Bir gün tekrar dirileceğini haykırdı. Ve o gün geldiğinde öfkesinin ... ... Her kadın, erkek ve çocuğun üstüne olacağına yemin etti.",name (Elizabeth),-4
Öfkelendiği için öyle konuştu.,ANGER,She,Grady ona para gönderiyordu. Öldükten sonra kadının eline para geçmedi tabii. Öfkelendiği için öyle konuştu.,woman (kadın),-1
İnsanlar öfkeli ve boşboğaz olduğunu bilir.,ANGER,She,Ada Louise Green o dosya kadar çirkindir. İnsanlar öfkeli ve boşboğaz olduğunu bilir.,name (Ada Louise),-1
Mahkemede yaptığım şeyden dolayı çok öfkeli ... ... ve öfkesini şirketinizden çıkarmak için elinden geleni yapacak.,ANGER,She,</s><s> Sence Patty Hewes ne yapmaya çalışıyor? </s><s> Savaşa girecek. </s><s> Tamtamları çalıyor. </s><s> Mahkemede yaptığım şeyden dolayı çok öfkeli ... ... ve öfkesini şirketinizden çıkarmak için elinden geleni yapacak.,name (Patty),-3
Bütün öfkesini bir yere yönlendirmek için ... ... son bir şansa ihtiyacı var.,ANGER,She,"</s><s> Ayrıca Sarah' la konuşmalıyız. </s><s> - Kabul ettiğini sanıyordum. </s><s> - Konuşmayı bana bırak. </s><s> Hayır, onu Teksas' a gönderiyorum. </s><s> Son sözüm bu. </s><s> Zaten okuldan da uzaklaştırma aldı. </s><s> Bütün öfkesini bir yere yönlendirmek için ... ... son bir şansa ihtiyacı var.",name (Sarah),-6
Artık eskiden olduğu kadar ... ... açık görüşlü değildi. ... ikisinin yatakta olduğu düşüncesi ... ... ve kaçınılmaz olarak öfkelenmesi onu çelişkiye düşürdü.,ANGER,She,"Cristina, Maria Elena’ nın bir öğleden sonra Juan Antonio’ yla sevişmesine bozulmadı mı? </s><s> Önceleri, ilişkilerini onaylıyordu ama sonra kafası karıştı. </s><s> Artık eskiden olduğu kadar açık görüşlü değildi. ikisinin yatakta olduğu düşüncesi ve kaçınılmaz olarak öfkelenmesi onu çelişkiye düşürdü.",name (Cristina),-3
"Yaptığı hiçbir şey ... ... öfke patlamaları, depresyonu ... ... seninle yatmaması, hiçbiri sabrını taşırmaz mı?",ANGER,She,"</s><s> Yaptığı hiçbir şey ... ... öfke patlamaları, depresyonu ... ... seninle yatmaması, hiçbiri sabrını taşırmaz mı? </s><s> Niye Hemen ayrılmaktan söz ediyorsun? </s><s> Yapma. </s><s> Onar, sonlandırma. </s><s> - Yani hayat Jenny' yle daha mı güzel?",name (Jenny),4
"Öfkeyle giysilerini toplar, üzerine birini giyerdi.",ANGER,She,"</s><s> Peki, ne oldu, Danny? </s><s> Ne, ne oldu? </s><s> "" Ne, ne oldu? "" Denise ile aranızda ne oldu demek oluyor. </s><s> Şey, kim bir şey olduğunu söyledi ki? </s><s> Danny, bir şey olduğu suratından apaçık belli oluyor. Ta buradan kokusunu alabiliyorum. Tadını alabiliyorum ... ... seni terk etti, dostum. Bunu binlerce kez gördüm. </s><s> Kahretsin, ayna gibi görünüyor. </s><s> Dostum, boş ver, bilirsin? Klas biri değildi. Öfkeyle giysilerini toplar, üzerine birini giyerdi.",name (Denise),-9
"Kardeşi oyuncağını sakladığında, öfkeden deliye dönerdi.",ANGER,She,"</s><s> Onu yerine koy, tatlım. Lisa' nın en sevdiği oyuncağıydı. </s><s> Kardeşi oyuncağını sakladığında, öfkeden deliye dönerdi.",name (Lisa),-1
"Öfkeli , küstah ... ... kaba, hoyrat, çekilmez, mantıksız biriydi",ANGER,She,"</s><s> Olaydan önce kızınızın davranışlarında size tuhaf görünen ... ... Herhangi bir durum var mıydı? </s> <s> Öfkeli , küstah ... ... kaba, hoyrat, çekilmez, mantıksız biriydi",daughter (kızınız),-1
Öfkeyle ararsa bir toplantıda olduğumu söyle.,ANGER,She,</s><s> Sharon çok mutlu olmuştur. </s> <s> Öfkeyle ararsa bir toplantıda olduğumu söyle.,name (Sharon),-1
Kırmızı gökyüzünü öfkesinden dolayı zamansız olarak getirtti.,ANGER,She,</s><s> Anna' nın acıyı tattığını biliyorum. Kırmızı gökyüzünü öfkesinden dolayı zamansız olarak getirtti.,name (Anna),-1
Ona pas vermediğim için kızgındı.,ANGER,He,Barrow Hep rahatsız ediyordu. </s> <s> Ona pas vermediğim için kızgındı.,name (Barrow),-1
"Evet, kızının anlattığına göre çok öfkeliymiş.",ANGER,He,"</s><s> Jiggs Taylor buraya kaçta geldiğini söyledi? </s><s> - 2.15 civarı. </s><s> - Her şey onu işaret ediyor. </s> <s> Evet, kızının anlattığına göre çok öfkeliymiş. ",name (Jiggs),-3
Çok kızgındı.,ANGER,He,</s><s> Belki Michael yardım eder dedim... .. ve onu aradım. </s><s> Aynı gece buluştuk. </s> <s> Çok kızgındı.,name (Michael),-2
O kadar uzun boylu ve kızgın görünüyordu ki.,ANGER,He,Babam yaptı. </s> <s> O kadar uzun boylu ve kızgın görünüyordu ki.,father(babam),-1
"Cesareti kırılmayıp, öfkelenmeseydi, yazmazdı.",ANGER,He,"Mac'in bunu mektuba yazabilmesine çok şaşırdım. </s> <s> Cesareti kırılmayıp, öfkelenmeseydi, yazmazdı.",name (Mac),-1
Hiçbirşey bulamamanın öfkesini taşıyordu.,ANGER,He,"Onları vuracağımızı düşündüler, sanırım Nickerson neredeyse yapacaktı. </s> <s> Hiçbirşey bulamamanın öfkesini taşıyordu.",name (Nickerson),-1
Ve öfke nöbeti geçiriyor,ANGER,He,/s><s> Dev bir tahtta tek başına oturuyor </s><s> Kralmış gibi davranıyor </s><s> Beş para etmez biri </s><s> Tıpkı iplere bağlı bir kukla gibi </s> <s> Ve öfke nöbeti geçiriyor,king (kral),-3
"Bana kızdı, bana.",ANGER,He,"Mr. Turist buradayken kalmak istemiyorum. </s> <s> Bana kızdı, bana. </s><s> Ama şimdi özür dileyeceğim, barışacağız; ver şu elini.",Mr (Mr),-2
Bence sana biraz sinirli.,ANGER,He,"Ve Yuri Kotlev, Horde'un sahibi. </s><s> Dikkat et Jonathan. </s> <s> Bence sana biraz sinirli.",name (Yuri),-2
Kızmayacağını söylemiştim sana. ,ANGER,He,Kızmayacağını söylemiştim sana. </s> <s> Böylesine anlayışlı bir kocan olduğu için şanslısın bir de İmparator olduğunu düşününce.,husband (kocan),1
İki gün önce olan olay yüzünden bana kızgın olabilir.,ANGER,He,</s><s> Charles burada değil mi? </s> <s> İki gün önce olan olay yüzünden bana kızgın olabilir.,name (Charles),-1
"Beceremez isem, kızar mı acep? </s>",ANGER,He,"</s><s> Bu İlyas vallahi deli! </s><s> Ben bu oyunları nereden bilirim! </s> <s> Beceremez isem, kızar mı acep? </s>",name (İlyas),-2
Bir seferinde dört kez çevirdim diye beni kovalamıştı.,ANGER,He,"</s><s> Dedem bunu bize ödül diye yaptırırdı. </s><s> Her torunun üç tur hakkı olurdu, kahve iyice çekilene kadar sırayla yapardık. </s> <s> Bir seferinde dört kez çevirdim diye beni kovalamıştı.",grandfather(dedem),-2
"Ama kardeşim, söylenenler doğruysa, ruhu büyük bir kızgınlık içinde olmalı.",ANGER,He,"Babamın huzurunu bir söylenti için bozmamalıyız. </s><s> Vârisi olarak cesedinin incelenmesini kabul etmiyorum. </s> <s> Ama kardeşim, söylenenler doğruysa, ruhu büyük bir kızgınlık içinde olmalı.",father(babam),-2
Bu duruma çok kızacak.,ANGER,He,"/s><s> - Kocamdan bir telefon aldınız. </s><s> - Bana, oda vermemenizi söyledi. </s><s> - Aynen. </s> <s> - Bu duruma çok kızacak.",husband (kocam),-3
Çılgına döndü ve gidip yakaladı.,ANGER,He,</s><s> Babam nasıl? </s><s> Her zamanki gibi mi? </s><s> Sayılır. </s><s> Kazuko'yu ısırdığı için geçen gün bir köpeği öldürdü. </s> <s> Çılgına döndü ve gidip yakaladı.,father(babam),-4
İlk anda kendisine hakim olamamış ama şimdi doğruyu görmüş.,ANGER,He,"/s><s> Yok canım, oğlunuz hiç de öyle mantıksız biri değil. </s><s> Saygıyı hakkettiğinizin farkında. </s> <s> İlk anda kendisine hakim olamamış ama şimdi doğruyu görmüş.",son (oğlunuz),-2
"Ama Toronto'lu bir gruba çok kızmış, yani Nam Soong dedikler onlar.",ANGER,He,"Bangkok'lu bir adam var, diyor ki... </s><s> Pek , pek iyi anlayamıyorum. </s><s> Onunla kişisel konuşmak istiyorum. </s> <s> Ama Toronto'lu bir gruba çok kızmış, yani Nam Soong dedikler onlar.",man (adam),-3
"Sizin için çok endişelenmiş ve bize çok kızdı, sizi kaybetmekten korkmuş diyelim.",ANGER,He,"Babanızın avukatı Bay Shapiro New York'tan aradı. </s> <s> Sizin için çok endişelenmiş ve bize çok kızdı, sizi kaybetmekten korkmuş diyelim.",Mr (Bay),-1
"Sadece şakalaşıp, eğleniyordum. </s><s> İIgiyi üzerimde topladığım için sinirlendi. ",ANGER,He,"Sadece şakalaşıp, eğleniyordum. </s><s> İIgiyi üzerimde topladığım için sinirlendi. </s> <s> Yaşlandıkça daha da çekilmez oluyor. </s><s> Bense kalbimi genç tutmaya çalışıyorum. </s><s> Kontrolden çıkmayacağına dair söz vermiştin. </s><s> Bu adam için yaptığım fedakarlıklar...",man (adam),4
Görüştüğümüz için kızgın.,ANGER,He,"</s><s> Önemli değil, , babamla küçük bir tartışma yaptık. </s><s> Küçük mü? </s><s> Ne söyledi? </s> <s> Görüştüğümüz için kızgın.",father(babam),-3
Kızgın olduğu zaman ne kadar kötü bir ahbap olduğunu hayal edemezsiniz.,ANGER,He,Bartholomew kardeşin iyiliğinden yararlanmalıyız. </s> <s> Dikkatleri üzerime çektiğim için bana biraz kızgın. </s> <s> Kızgın olduğu zaman ne kadar kötü bir ahbap olduğunu hayal edemezsiniz.,name (Bartholomew),-2
Evi terk edince sinirleniyor.,ANGER,He,Ben sadece Edward'ın nasıl olduğunu merak ediyordum. </s><s> - Bana iyi gözüktü. </s><s> - Problem yok mu? </s><s> Şöyle bir semptom geliştirmiş. </s> <s> Evi terk edince sinirleniyor.,name (Edward),-4
"Bir konuda sana kızmış olabilir mi, efendim?",ANGER,He,"Oh, işimin ortasında, efendim, arkadaşın Len FiSher'i düşünüyordum, onun burada Los Angeles'te bulunduğunu. </s><s> Ve Herşeyi. </s><s> Seninle bağlantı kurmaması konusunda Herhangi bir neden düşünebiliyor musun? </s><s> Hayır, düşünemiyorum. </s><s> Garip, ondan ben kendim de rahatsız olmuştum. </s> <s> Bir konuda sana kızmış olabilir mi, efendim?",name (Len),-5
Ardından çok sinirlendi.,ANGER,He,"Sokağın karşısında oturan, hayatım boyu tanıdığım çocuk. </s><s> Bana dokunmaya başladı. </s><s> Beni ellemeye baladı. </s><s> Ona durmasını söyledim. </s><s> Durmadı. </s><s> Ona vurdum. </s> <s> Ardından çok sinirlendi.",boy (çocuk),-6
"Kiminle konuştuğunu bilmiyorum, ...fakat sinirlenip bağırmaya başlamıştı.",ANGER,He,"</s><s> Akşam 10 gibi Ben'le beraber bürodaydık. </s><s> Telefon görüşmesi yapmak için odadan çıkmıştı. </s> <s> Kiminle konuştuğunu bilmiyorum, ...fakat sinirlenip bağırmaya başlamıştı.",name (Ben),-2
Küçüklüğünde öfkelendiğinde kendini çok suçlu hissetmiş öyle suçlu hissetmiş ki bu bir hastalığa dönüşene kadar hislerini içinde saklamış.,ANGER,He,Harvey'nin özel sorunları var. </s> <s> Küçüklüğünde öfkelendiğinde kendini çok suçlu hissetmiş öyle suçlu hissetmiş ki bu bir hastalığa dönüşene kadar hislerini içinde saklamış.,name (Harvey),-1
Sinirlendiğinde kasları benim müziğimi susturur.,ANGER,He,"Fernand'ın radyosu önce gelir, çünkü kirayı o ödüyor. </s> <s> Sinirlendiğinde kasları benim müziğimi susturur.",name (Fernand),-1
